station_id,station_name,route_id,timestamp,hour_of_day,day_of_week,is_weekend,ridership_count,train_frequency,temperature,rainfall,weather_condition,event_flag,event_name,rolling_demand_3h,is_peak_hour,ridership_per_train,station_congestion_index,crowd_level,platform_crowd_level,boarding_time_category
PK37,Bhikaji Cama Place Pink,Pink Line,2024-01-01 00:00:00,0,0,0,0,0,12.6,0.0,Clear,1,New Year,0,0,0.0,0.0,low,1,Night
PK37,Bhikaji Cama Place Pink,Pink Line,2024-01-01 01:00:00,1,0,0,0,0,13.2,0.0,Clear,1,New Year,0,0,0.0,0.0,low,1,Night
PK37,Bhikaji Cama Place Pink,Pink Line,2024-01-01 02:00:00,2,0,0,0,0,11.5,0.0,Foggy,1,New Year,0,0,0.0,0.0,low,1,Night
PK37,Bhikaji Cama Place Pink,Pink Line,2024-01-01 03:00:00,3,0,0,0,0,13.3,0.0,Clear,1,New Year,0,0,0.0,0.0,low,1,Night
PK37,Bhikaji Cama Place Pink,Pink Line,2024-01-01 04:00:00,4,0,0,0,0,14.2,0.0,Clear,1,New Year,0,0,0.0,0.0,low,1,Night
PK37,Bhikaji Cama Place Pink,Pink Line,2024-01-01 05:00:00,5,0,0,0,0,12.9,0.0,Clear,1,New Year,0,0,0.0,0.0,low,1,Night
PK37,Bhikaji Cama Place Pink,Pink Line,2024-01-01 06:00:00,6,0,0,121,4,13.7,0.0,Clear,1,New Year,121,0,30.2,0.353,medium,3,Night
PK37,Bhikaji Cama Place Pink,Pink Line,2024-01-01 07:00:00,7,0,0,455,6,17.7,0.0,Cloudy,1,New Year,576,0,75.8,0.886,high,5,Night
PK37,Bhikaji Cama Place Pink,Pink Line,2024-01-01 08:00:00,8,0,0,1439,14,18.6,0.0,Clear,1,New Year,2015,1,102.8,1.0,high,5,Morning Peak
PK37,Bhikaji Cama Place Pink,Pink Line,2024-01-01 09:00:00,9,0,0,1667,14,18.5,0.0,Clear,1,New Year,3561,1,119.1,1.0,high,5,Morning Peak
PK37,Bhikaji Cama Place Pink,Pink Line,2024-01-01 10:00:00,10,0,0,1059,14,18.5,0.0,Clear,1,New Year,4165,1,75.6,0.883,high,5,Morning Peak
PK37,Bhikaji Cama Place Pink,Pink Line,2024-01-01 11:00:00,11,0,0,702,7,17.5,0.0,Clear,1,New Year,3428,0,100.3,1.0,high,5,Mid Morning
PK37,Bhikaji Cama Place Pink,Pink Line,2024-01-01 12:00:00,12,0,0,717,7,18.0,0.0,Clear,1,New Year,2478,0,102.4,1.0,high,5,Mid Morning
PK37,Bhikaji Cama Place Pink,Pink Line,2024-01-01 13:00:00,13,0,0,694,7,16.1,0.0,Clear,1,New Year,2113,0,99.1,1.0,high,5,Mid Morning
PK37,Bhikaji Cama Place Pink,Pink Line,2024-01-01 14:00:00,14,0,0,626,7,14.7,0.0,Clear,1,New Year,2037,0,89.4,1.0,high,5,Afternoon
PK37,Bhikaji Cama Place Pink,Pink Line,2024-01-01 15:00:00,15,0,0,640,7,12.4,0.0,Clear,1,New Year,1960,0,91.4,1.0,high,5,Afternoon
PK37,Bhikaji Cama Place Pink,Pink Line,2024-01-01 16:00:00,16,0,0,761,7,12.0,0.0,Clear,1,New Year,2027,0,108.7,1.0,high,5,Afternoon
PK37,Bhikaji Cama Place Pink,Pink Line,2024-01-01 17:00:00,17,0,0,1297,13,12.6,0.0,Clear,1,New Year,2698,1,99.8,1.0,high,5,Evening Peak
PK37,Bhikaji Cama Place Pink,Pink Line,2024-01-01 18:00:00,18,0,0,1542,13,11.8,0.0,Clear,1,New Year,3600,1,118.6,1.0,high,5,Evening Peak
PK37,Bhikaji Cama Place Pink,Pink Line,2024-01-01 19:00:00,19,0,0,1327,13,9.4,0.0,Clear,1,New Year,4166,1,102.1,1.0,high,5,Evening Peak
PK37,Bhikaji Cama Place Pink,Pink Line,2024-01-01 20:00:00,20,0,0,946,13,9.6,0.0,Clear,1,New Year,3815,1,72.8,0.85,high,5,Evening Peak
PK37,Bhikaji Cama Place Pink,Pink Line,2024-01-01 21:00:00,21,0,0,422,5,8.6,0.0,Clear,1,New Year,2695,0,84.4,0.986,high,5,Night
PK37,Bhikaji Cama Place Pink,Pink Line,2024-01-01 22:00:00,22,0,0,198,5,10.3,0.0,Clear,1,New Year,1566,0,39.6,0.463,medium,3,Night
